,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
1395,U001,0200769623,WAL-MAR co,2020-03-28 17:36:44.125000000,2020,1930570546.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAH4,54189.11,0-15
1396,U001,200936373,SUPE us,2020-05-20 04:08:08.718750000,2020,1930834512.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAA8,99512.2,0-15
1397,U001,0200769623,WAL-MAR co,2020-05-10 11:08:13.875000000,2020,1930769610.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAH4,1898.9,16-30
1398,U001,0200769623,WAL-MAR foundation,2020-04-07 23:46:32.500000000,2020,1930623411.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,22481.22,0-15
1399,U001,0200696090,UNITE corporation,2020-04-23 16:27:18.312500000,2020,1930731389.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,3400.18,0-15
1400,U001,0200726979,BJ'S  us,2020-03-21 10:19:09.179687500,2020,1930601307.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,1115.24,0-15
1401,U001,0200744019,TARG co,2020-05-29 16:49:11.093750000,2020,1930880101.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAA8,2816.0,0-15
1402,U001,0200769623,WAL-MAR foundation,2020-05-25 05:41:41.625000000,2020,1930819801.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,27125.56,16-30
1403,U001,0200772595,SAFEW corp,2020-04-07 06:43:51.343750000,2020,1930674268.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,65458.44,0-15
1404,U001,200792293,UNIFIE in,2020-05-19 08:44:58.125000000,2020,1930838836.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,13761.21,0-15
1405,U001,0200762301,C&S WH co,2020-03-17 08:07:04.994140625,2020,1930584276.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAC6,1112.37,0-15
1406,U001,0200148860,DOLLA trust,2020-03-12 00:18:57.906250000,2020,1930598372.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,103446.5,
1407,U001,0200759878,SA associates,2020-06-04 04:33:49.375000000,2020,1930896582.0,2020-05-17 00:00:00.000000000,2020-06-01 00:00:00.000000000,2020-05-17 00:00:00.000000000,NAH4,22835.5,0-15
1408,U001,0200769623,WAL-MAR corporation,2020-05-30 01:14:37.000000000,2020,1930842503.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAH4,1898.9,16-30
1409,CA02,0140104440,SO associates,2020-04-19 18:23:22.000000000,2020,2960621523.0,2020-03-17 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-24 00:00:00.000000000,CA10,39372.39599999999,16-30
1410,U001,0200353024,DECA llc,2020-04-13 10:25:10.890625000,2020,1930762101.0,2020-04-08 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM2,242.28,0-15
1411,U001,0200773364,U R M  systems,2020-04-30 08:39:50.226562500,2020,1930783014.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,46853.68,0-15
1412,U001,0200794332,COST co,2020-05-14 18:27:42.267578125,2020,1930834274.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAAX,27519.47,
1413,U001,0200705742,DOT foundation,2020-04-16 10:55:21.128906250,2020,1930646753.0,2020-03-14 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAAW,261.45,
1414,U001,0200769623,WAL-MAR corp,2020-04-25 02:36:07.625000000,2020,1930707497.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,19597.8,16-30
1415,U001,0200762301,C&S WH co,2020-04-18 04:50:04.076171875,2020,1930737319.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAC6,118524.14,0-15
1416,U001,0200769623,WAL-MAR in,2020-05-25 02:21:37.500000000,2020,1930826787.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,1898.9,16-30
1417,CA02,0140104340,COLABOR  llc,2020-03-23 22:50:39.250000000,2020,2960617169.0,2020-02-28 00:00:00.000000000,2020-03-10 00:00:00.000000000,2020-02-29 00:00:00.000000000,CA10,552.328,0-15
1418,U001,0200769623,WAL-MAR foundation,2020-04-13 13:45:50.875000000,2020,1930646911.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,41704.95,16-30
1419,U001,0100012638,99 CE ,2020-05-20 23:36:26.968750000,2020,1930842818.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAA8,52286.66,0-15
1420,U001,200822900,TIM H co,2020-05-04 05:48:28.750000000,2020,1930611527.0,2020-03-12 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-12 00:00:00.000000000,NA32,9473.69,16-30
1421,U001,0200769623,WAL-MAR corporation,2020-03-28 19:01:24.750000000,2020,1930584338.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAH4,4375.86,0-15
1422,U001,0200771157,WEIS trust,2020-06-07 16:35:10.250000000,2020,1930855193.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,65149.73,16-30
1423,U001,0200769623,WAL-MAR us,2020-05-01 11:17:16.500000000,2020,1930738581.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,3776.83,0-15
1424,U001,0200783734,FAREW corp,2020-05-03 09:00:55.750000000,2020,1930738522.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,109621.75,16-30
1425,U001,200772670,ASSOCIAT associates,2020-04-04 04:08:07.125000000,2020,1930671935.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAU5,87326.95,0-15
1426,U001,0200759878,SA associates,2020-05-13 22:45:57.437500000,2020,1930825899.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,31867.51,0-15
1427,U001,0200769623,WAL-MAR ,2020-04-28 00:04:56.000000000,2020,1930718551.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,4088.45,16-30
1428,U001,0200769623,WAL-MAR trust,2020-04-16 01:08:29.250000000,2020,1930651898.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAH4,2439.5,16-30
1429,U001,200915438,GROC in,2020-05-02 16:28:47.875000000,2020,1930748561.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,2585.69,0-15
1430,U001,0200750051,ALBER ,2020-04-21 09:06:02.355468750,2020,1930756444.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,40537.86,0-15
1431,U001,200769623,WAL-MAR systems,2020-04-28 09:05:08.625000000,2020,1930717043.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,67116.07,16-30
1432,U001,0200769623,WAL-MAR corp,2020-03-28 19:01:24.750000000,2020,1930581508.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAH4,5015.67,0-15
1433,U001,0200739534,OK corporation,2020-04-16 00:22:36.281250000,2020,1930705083.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,51843.91,0-15
1434,CA02,0140104409,LOB llc,2020-04-03 05:26:02.000000000,2020,2960619944.0,2020-03-10 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-12 00:00:00.000000000,CA10,30186.331,0-15
1435,U001,0200793513,KROGER llc,2020-03-27 01:57:56.250000000,2020,1930621255.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAA8,14306.95,0-15
1436,U001,0200762950,HAR co,2020-04-13 02:02:43.500000000,2020,1930706073.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,18256.84,0-15
1437,U001,0200769623,WAL-MAR co,2020-06-06 20:49:33.250000000,2020,1930861521.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAH4,13678.56,0-15
1438,U001,0200793568,SUPE ,2020-05-11 21:25:02.406250000,2020,1930807959.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,89699.99,0-15
1439,U001,100050364,SING co,2020-05-29 21:14:48.125000000,2020,1930819117.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,2808.46,16-30
1440,U001,200770677,KRAS co,2020-05-23 01:02:39.937500000,2020,1930844188.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,67303.8,0-15
1441,U001,200762301,C&S WH associates,2020-04-14 17:44:30.810546875,2020,1930719384.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAC6,86733.97,
1442,U001,0200148860,DOLLA in,2020-04-17 08:25:18.703125000,2020,1930749125.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAA8,104838.29,
1443,U001,0200707822,PUBLI co,2020-04-04 05:15:10.000000000,2020,1930647526.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,5728.48,0-15
1444,U001,0100026939,SYSC associates,2020-03-28 16:28:22.968750000,2020,1930626264.0,2020-03-05 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAD1,1796.73,0-15
1445,U001,0200769623,WAL-MAR corp,2020-04-28 19:01:24.750000000,2020,1930726624.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,1991.84,0-15
1446,U001,0200769623,WAL-MAR llc,2020-04-22 02:01:54.125000000,2020,1930685135.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,38971.27,16-30
1447,U001,0200794332,COST foundation,2020-04-28 23:14:16.093750000,2020,1930778537.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAAX,13776.49,0-15
1448,U001,0200331749,SYSC foundation,2020-03-21 19:48:45.000000000,2020,1930592872.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,48186.45,0-15
1449,U001,0200744019,TARG trust,2020-04-25 06:44:02.812500000,2020,1930738696.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAA8,6765.13,0-15
1450,U001,0100031704,DELHAIZE foundation,2020-04-19 04:15:16.437500000,2020,1930731557.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,114748.19,0-15
1451,U001,0100031704,DELHAIZE llc,2020-05-03 01:40:35.015625000,2020,1930789187.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,21422.93,0-15
1452,U001,0200772595,SAFEW associates,2020-05-10 07:19:02.531250000,2020,1930809923.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAA8,72972.53,0-15
1453,U001,0200726979,BJ'S  foundation,2020-04-11 23:15:46.500000000,2020,1930692510.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,1267.65,0-15
1454,U001,0200747369,SCHNU corp,2020-05-26 01:11:26.781250000,2020,1930861107.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,109165.06,0-15
1455,U001,0200794332,COST corp,2020-04-02 00:16:02.539062500,2020,1930656143.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAAX,18650.87,0-15
1456,U001,200772670,ASSOCIAT us,2020-05-22 11:43:51.988281250,2020,1930876572.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAU5,60550.95,0-15
1457,U001,0200705372,FR ,2020-04-25 04:18:19.656250000,2020,1930756888.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,40250.66,0-15
1458,U001,0200762301,C&S WH associates,2020-03-13 09:47:41.566406250,2020,1930571475.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAC6,22772.39,
1459,U001,0200769623,WAL-MAR in,2020-04-03 10:46:29.375000000,2020,1930605242.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,9545.87,16-30
1460,U001,0200769623,WAL-MAR corp,2020-04-11 11:08:41.125000000,2020,1930637506.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAH4,28893.24,16-30
1461,U001,0200762301,C&S WH corporation,2020-05-15 00:34:35.238281250,2020,1930839505.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAC6,23089.39,0-15
1462,U001,0200881076,ALBERT co,2020-05-17 11:53:13.140625000,2020,1930653093.0,2020-03-16 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAGD,13282.7,
1463,U001,0200936373,SUPE associates,2020-04-01 05:17:32.093750000,2020,1930636716.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,72424.67,0-15
1464,U001,200792734,MDV/ us,2020-04-25 19:46:54.312500000,2020,1930754008.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,12886.48,0-15
1465,CA02,0140104409,LOB us,2020-04-30 16:29:45.812500000,2020,2960627540.0,2020-04-08 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-09 00:00:00.000000000,CA10,44968.721,0-15
1466,CA02,0140106227,LOUD in,2020-04-06 13:08:03.625000000,2020,2960617807.0,2020-02-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-03-04 00:00:00.000000000,CA10,13441.224999999999,16-30
1467,U001,0200762301,C&S WH corporation,2020-04-29 04:35:52.296875000,2020,1930782675.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAC6,54349.47,0-15
1468,U001,0200744019,TARG foundation,2020-05-26 10:57:46.250000000,2020,1930856885.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,1380.4,0-15
1469,U001,0200769623,WAL-MAR foundation,2020-04-06 22:25:13.000000000,2020,1930624116.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,53169.79,0-15
1470,U001,200418007,AM foundation,2020-05-15 15:44:48.109375000,2020,1930840816.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,22479.66,
1471,U001,200769623,WAL-MAR trust,2020-06-10 01:17:10.000000000,2020,1930884507.0,2020-05-10 00:00:00.000000000,2020-05-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,NAH4,29454.29,16-30
1472,U001,0200769623,WAL-MAR corporation,2020-05-21 01:43:33.375000000,2020,1930800763.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,15048.85,16-30
1473,U001,0200769623,WAL-MAR trust,2020-04-29 09:09:53.750000000,2020,1930725804.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,1898.9,0-15
1474,U001,0200230690,DECA foundation,2020-03-08 17:22:00.953125000,2020,1930599176.0,2020-03-04 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM2,6296.72,
1475,U001,0200769623,WAL-MAR co,2020-04-22 14:36:56.750000000,2020,1930685311.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,943.12,16-30
1476,U001,0200763489,GENERAL co,2020-05-21 01:05:03.250000000,2020,1930795073.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAA8,19937.8,16-30
1477,CA02,0140105686,SYSC co,2020-04-19 10:49:03.750000000,2020,2960622901.0,2020-03-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-25 00:00:00.000000000,CA10,4810.47,16-30
1478,U001,0200020431,DEC corp,2020-04-09 23:21:11.718750000,2020,1930681950.0,2020-03-21 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,12.96,0-15
1479,U001,0200230690,DECA corp,2020-03-08 05:45:17.234375000,2020,1930586530.0,2020-03-02 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM2,1700.49,
1480,U001,0200707822,PUBLI corp,2020-03-23 09:35:12.562500000,2020,1930584964.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,25340.34,0-15
1481,U001,0200769623,WAL-MAR systems,2020-04-08 04:51:13.750000000,2020,1930621223.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,21045.35,16-30
1482,U001,0200705742,DOT ,2020-04-10 02:32:38.562500000,2020,1930643182.0,2020-03-13 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-13 00:00:00.000000000,NA32,1631.27,
1483,U001,0200760666,KEHE  us,2020-05-10 22:38:25.687500000,2020,1930797645.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAA8,3983.22,0-15
1484,U001,0100030964,NATURA foundation,2020-05-01 20:16:09.468750000,2020,1930800373.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,10674.7,
1485,U001,0200770677,KRAS us,2020-05-17 10:09:21.554687500,2020,1930838153.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,51715.23,0-15
1486,U001,0200769623,WAL-MAR foundation,2020-06-10 13:28:06.750000000,2020,1930883543.0,2020-05-11 00:00:00.000000000,2020-05-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,NAH4,76753.06,16-30
1487,U001,0100026401,TRUI trust,2020-04-16 17:36:38.125000000,2020,1930635436.0,2020-03-11 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAD5,35907.6,0-15
1488,U001,0200152991,JET corp,2020-03-25 23:14:37.218750000,2020,1930616882.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAA8,16983.39,0-15
1489,U001,0200769623,WAL-MAR trust,2020-06-05 23:43:28.750000000,2020,1930860097.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,52635.88,16-30
1490,U001,CCU013,KRAFT F foundation,2020-04-23 22:18:41.000000000,2020,1930706067.0,2020-03-26 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAX2,9.8,16-30
1491,U001,0200769623,WAL-MAR systems,2020-06-05 17:45:15.000000000,2020,1930856703.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,56363.92,16-30
1492,U001,0200772670,ASSOCIAT co,2020-04-30 01:19:11.242187500,2020,1930785877.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAU5,83190.62,0-15
1493,U001,0200769623,WAL-MAR foundation,2020-05-28 04:00:27.375000000,2020,1930832754.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,39820.52,16-30
1494,U001,0200769623,WAL-MAR corp,2020-04-23 02:36:07.625000000,2020,1930687103.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,29395.9,16-30
1495,U001,0200769623,WAL-MAR llc,2020-05-14 11:47:06.500000000,2020,1930779194.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,2352.97,16-30
1496,U001,0100044041,DEF. F foundation,2020-04-04 13:02:14.562500000,2020,1930599347.0,2020-03-04 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM4,586.44,0-15
1497,U001,0200803720,DEC systems,2020-03-08 12:52:05.859375000,2020,1930618825.0,2020-03-07 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM2,14488.9,
1498,U001,0200705372,FR us,2020-05-04 05:12:05.437500000,2020,1930788507.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,43949.18,0-15
1499,U001,0200769623,WAL-MAR corp,2020-06-07 19:39:22.625000000,2020,1930880718.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAH4,2000.52,0-15
1500,U001,0200762301,C&S WH llc,2020-06-22 02:03:21.921875000,2020,1930801339.0,2020-04-21 00:00:00.000000000,2020-06-25 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAGD,8642.65,
1501,U001,0200769623,WAL-MAR associates,2020-05-24 10:21:13.250000000,2020,1930809142.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAH4,1329.23,16-30
1502,U001,0200713007,KEEFE  ,2020-04-29 15:37:41.718750000,2020,1930760966.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,29988.0,0-15
1503,U001,0200769623,WAL-MAR foundation,2020-05-30 22:06:58.750000000,2020,1930855015.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAH4,471.56,0-15
1504,U001,0200769623,WAL-MAR foundation,2020-04-19 04:20:22.125000000,2020,1930683722.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAH4,56399.79,16-30
1505,U001,0200769623,WAL-MAR systems,2020-06-03 18:09:38.500000000,2020,1930855210.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,11908.39,16-30
1506,U001,0200769623,WAL-MAR foundation,2020-04-23 04:20:22.125000000,2020,1930688826.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,60789.43,16-30
1507,U001,0200769623,WAL-MAR associates,2020-04-03 06:20:25.000000000,2020,1930594393.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,56104.86,16-30
1508,U001,0100031704,DELHAIZE co,2020-04-27 20:35:10.609375000,2020,1930769689.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,45309.58,0-15
1509,U001,0200769623,WAL-MAR in,2020-04-15 12:48:42.625000000,2020,1930654329.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAH4,26062.31,16-30
1510,U001,0200711029,WEGMAN trust,2020-04-30 16:23:16.875000000,2020,1930715094.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,31500.15,16-30
1511,U001,0200762301,C&S WH corporation,2020-04-03 22:56:49.796875000,2020,1930670676.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAC6,35571.75,
1512,U001,0200508557,FOODL associates,2020-04-29 12:23:19.656250000,2020,1930738972.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,2101.49,0-15
1513,U001,0200712105,WALG co,2020-04-25 04:07:41.000000000,2020,1930671429.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,52932.1,16-30
1514,U001,0200769623,WAL-MAR in,2020-06-10 02:19:52.125000000,2020,1930862614.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,270.84,16-30
1515,U001,0200705742,DOT us,2020-03-17 19:06:54.000000000,2020,1930586231.0,2020-03-02 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAD1,82880.68,
1516,U001,0200752302,KROGER trust,2020-04-12 04:38:21.406250000,2020,1930693215.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,3838.04,0-15
1517,U001,0200769623,WAL-MAR llc,2020-04-06 11:21:06.375000000,2020,1930611326.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAH4,24037.99,16-30
1518,U001,0200744019,TARG co,2020-05-14 22:48:47.468750000,2020,1930819987.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAA8,25700.63,0-15
1519,CA02,140104429,COSTCO co,2020-04-11 00:10:02.062500000,2020,2960622307.0,2020-03-17 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-20 00:00:00.000000000,CA10,3833.3749999999995,0-15
1520,U001,CCCA02,KRAFT  ,2020-04-20 13:21:32.562500000,2020,1930582440.0,2020-03-05 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAG2,12935.51,0-15
